book_id	title
9747	Mao's Last Revolution
9750	Becoming Madame Mao
9751	Quotations from Chairman Mao Tse-Tung
9752	Mao: A Life
9753	Nixon and Mao: The Week That Changed the World
9755	Oracle Bones: A Journey Between China's Past and Present
9756	Oracle Bones: A Journey Through Time in China
9759	The Oracle of the Bones/Book With Casting Bones and Casting Map Cloth
9762	Loving What Is: Four Questions That Can Change Your Life
9764	Wild Swan (Wild Swan Trilogy, #1)
9771	An Ordinary Person's Guide to Empire
9773	Come September
9777	The God of Small Things
9779	The Cost of Living
9783	Women Men Love, Women Men Leave: What Makes Men Want to Commit?
9787	Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why
9789	A Walk in the Woods: Rediscovering America on the Appalachian Trail
9790	A Walk In The Woods: The World's Funniest Travel Writer Takes a Hike
9791	A Walk in the Woods
9792	A Walk in the Woods.
9793	A Walk in the Woods
9795	A Walk in the Woods: Rediscovering America on the Appalachian Trail
9799	The Fortress of Solitude
9805	The Tree of Time: A Story of a Special Sequoia
9806	Our Ancestors: The Cloven Viscount, The Baron in the Trees, The Non-Existent Knight
9807	Italian Folktales
9808	Cosmicomics
9809	Invisible Cities
9810	The Watcher and Other Stories
9811	Difficult Loves
9813	The Nonexistent Knight & The Cloven Viscount
9814	Why Read the Classics?
9815	The View from Castle Rock
9816	The View From Castle Rock
9817	Ten Days in the Hills
9818	Motherless Brooklyn
9820	Crossing to Safety
9822	Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)
9824	Rats: Observations on the History & Habitat of the City's Most Unwanted Inhabitants
9826	Oh Rats! The Story of Rats and People
9827	King Rat (Asian Saga, #4)
9828	Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster
9830	Rat Pack Confidential: Frank, Dean, Sammy, Peter, Joey and the Last Great Show Biz Party
9831	Julius Knipl, Real Estate Photographer: The Beauty Supply District
9832	Blind Willow, Sleeping Woman: 24 Stories
9834	The Crying of Lot 49
9835	Companion to the Crying of Lot 49
9838	The Bookseller of Kabul
9839	Reading Lolita In Tehran - A Memoir In Books
9840	Jasmine and Stars: Reading More Than Lolita in Tehran
9845	PMP Exam Prep: Rita's Course in a Book for Passing the PMP Exam
9847	Cracking the SAT, 2007 Edition
9854	The End of Poverty
9863	The Wizard of Oz
9864	The Ground Beneath Her Feet
9873	Dangling Man
9875	Grimus
9891	Breakfast at Tiffany's
9892	Breakfast with Tiffany: An Uncle's Memoir
9893	Triumph of the Lamb: A Commentary on Revelation
9897	Jesus' Son
9903	Angels
9904	The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New
9907	Fiskadoro
9910	The Name of the World
9911	Already Dead
9912	The Rules of Attraction
9914	The Informers
9916	Zombies
9918	Die Informanten
9920	In Cold Blood
9922	Summer Crossing
9924	The Grass Harp, Including A Tree of Night and Other Stories
9925	Truman Capote
9929	From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews
9930	The Race for Timbuktu: In Search of Africa's City of Gold
9931	Cruelest Journey: Six Hundred Miles To Timbuktu
9932	The Gates of Africa: Death, Discovery, and the Search for Timbuktu
9936	Between Time and Timbuktu or Prometheus-5
9945	The Nonviolent Atonement
9950	Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance
9954	Atonement
9956	Atonement
9957	The Cement Garden
9958	The Daydreamer
9961	Atonement
9969	Dark soliloquy: The selected poems of Gertrud Kolmar [i.e. G. Chodziesner] (A Continuum book)
9975	Gertrud
9997	The Ruined Map
9998	The Woman in the Dunes
9999	The Box Man
10000	The Face of Another
10003	Friends
10004	Secret Rendezvous
10006	Oracle Night
10008	Eleanor Rigby
10009	Homo Faber
10030	Basic Writings
10031	The Wall
10034	The Age of Reason
10037	No Exit and Three Other Plays
10050	Youth in Revolt: The Journals of Nick Twisp
10051	Bombs, Beards, and Barricades: 150 Years of Youth in Revolt
10054	Recipes: A Collection for the Modern Cook
10055	And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder
10058	Flags of Our Fathers
10059	Flags Of Our Fathers: Heroes Of Iwo Jima
10061	Flags of Our Fathers: A Young People's Edition
10066	The British Museum Is Falling Down
10067	Santa's Pants Are Falling Down and other silly songs of the season
10071	All Falling Down
10073	A Long Way Down
10074	His Dark Materials Trilogy: The Golden Compass / The Subtle Knife / The Amber Spyglass
10077	The Needlework of Mary Queen of Scots
10080	Mary Queen of Scots and the Murder of Lord Darnley
10081	Mary Queen of Scots and Her Hopeless Husbands
10082	Mary Queen of Scots
10084	River of Blue Fire (Otherland, #2)
10088	Mountain of Black Glass (Otherland, #3)
10089	Mary, Queen of Scots: Queen Without a Country
10090	Mountain of Black Glass (Otherland, #3)
10091	Sea of Silver Light (Otherland, #4)
10092	Sea of Silver Light (Otherland, #4)
10093	River of Blue Fire (Otherland, #2)
10095	Mary Queen Of Scots: The Fair Devil Of Scotland
10096	Mary, Queen of Scots: Pride, Passion and a Kingdom Lost
10097	Queen of Scots: The True Life of Mary Stuart
10104	The Six Wives of Henry VIII
10105	The Last Wife of Henry VIII
10106	The Children of Henry VIII
10108	The Autobiography of Henry VIII: With Notes by His Fool, Will Somers
10112	Henry VIII
10113	Henry VIII and His Queens
10114	Helen of Troy
10115	The Memoirs of Cleopatra
10116	Mary, Called Magdalene
10119	Curious George Goes Camping
10125	High Fidelity.
10126	Kiss Me Like a Stranger: My Search for Love and Art
10129	Elsie and Her Namesakes: Book 28
10144	Hard-boiled Wonderland und das Ende der Welt
10146	The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture
10149	The Doctor and the Detective: A Biography of Sir Arthur Conan Doyle
10154	Las aventuras de Sherlock Holmes (Sherlock Holmes, #3)
10156	The Last of Her Kind
10162	Tango: The Art History of Love
10163	Marriage, a History: How Love Conquered Marriage
10164	La historia del amor
10165	Anatomy of Love: A Natural History of Mating, Marriage, and Why We Stray
10170	The Devil's in the Details (A Camilla MacPhee Mystery, #4)
10172	Wigfield: The Can-Do Town That Just May Not
10173	The Santaland Diaries and Season's Greetings
10174	Jenny and the Jaws of Life: Short Stories
10175	Wigfield: The Can-Do Town That Just May Not
10176	Dress Your Family in Corduroy and Denim
10179	Naked
10180	Haikus for Jews: For You, a Little Wisdom
10184	Pictures From The Age Of Rembrandt: Selections From The Personal Collection Of Dr. & Mrs. Alfred Bader:  13 October 25 November 1984, Agnes Etherington Art Centre, Queen's University, Kingston, Ontario.
10185	The Coalwood Misfits (The Clear Fork Series, 1)
10186	The Kindred Gathering (The Kindred Gathering, 2)
10188	The Art of Oral Advocacy
10189	Supreme Court and Appellate Advocacy: Mastering Oral Argument
10195	Extraordinary Uses for Ordinary Things
10202	Holy Tango of Literature
10204	View with a Grain of Sand: Selected Poems
10205	Poems New and Collected
10206	Sounds, Feelings, Thoughts
10207	Nonrequired Reading
10209	Charlotte Bronte and Jane Eyre
10210	Jane Eyre
10218	Trade Wind
10219	The Sun in the Morning: My Early Years in India and England
10220	Death in the Andamans (Death In..., #6)
10221	Death in Berlin
10231	Pabellones lejanos
10232	Pathologies of Power: Health, Human Rights and the New War on the Poor
10234	The Uses of Haiti
10235	Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World
10240	The Tao of Physics
10243	The Tao Of Physics: An Exploration Of The Parallels Between Modern Physics And Eastern Mysticism
10252	Taffy Sinclair and The Secret Admirer Epidemic
10254	Tormenting Thoughts and Secret Rituals: The Hidden Epidemic of Obsessive-Compulsive Disorder
10260	The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman
10264	Jews, God, and History
10265	Memoirs of God
10270	Acts of God: The Unnatural History of Natural Disaster in America
10284	World Religions: The Great Faiths Explored & Explained
10286	The Illustrated World's Religions: A Guide to Our Wisdom Traditions
10301	Follies of Science: 20th Century Visions of Our Fantastic Future
10303	FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression
10305	Folly  (Folly Island, #1)
10308	Folly and Glory (The Berrybender Narratives, #4)
10310	The Argumentative Indian: Writings on Indian History, Culture and Identity
10317	Best New American Voices 2000
10320	See Jane Write: A Girl's Guide to Writing Chick Lit
10321	The Guy I'm Not Dating
10322	Chick Lit: The New Woman's Fiction
10323	Will Write for Shoes: How to Write a Chick Lit Novel
10324	Things to Bring, S#!t to Do: And Other Inventories of Anxiety: My Life in Lists
10325	The Secret Life of Becky Miller (Becky Miller #1)
10326	The Accidental Bride: A Romantic Comedy
10327	The Great American Mousical
10329	Dumpy's Valentine
10330	Thanks to You: Wisdom from Mother & Child
10331	The Last Of The Really Great Whangdoodles
10335	Julie Andrews: A Life on Stage and Screen
10336	The Last of the Really Great Whangdoodles
10338	Freud: Inventor of the Modern Mind
10342	Giraffes? Giraffes! (With 5 Giraffe Information Cards)
10345	Giraffe
10346	The Medici Giraffe and Other Tales of Exotic Animals and Power
10347	The Giraffe Who Was Afraid of Heights
10349	How Novels Work
10350	The Hour Before the Dawn: A Novel
10360	Hurricane Katrina: CNN Reports: State of Emergency
10365	Where the Red Fern Grows
10367	Where the Red Fern Grows: And Related Readings
10370	Where the Red Fern Grows with Connections
10382	Dreams from My Father: A Story of Race and Inheritance
10391	18th Century Embroidery Techniques
10394	V for Vendetta
10395	How Soccer Explains the World
10405	Doctor Who: Cat's Cradle: Warhead
10412	He's Just Not That Into You: The No-Excuses Truth to Understanding Guys
10415	Bud, Not Buddy
10417	Hands Are Not for Hitting (Ages 4-7)
10418	He's Just Not That Into You: Your Daily Wake-Up Call
10420	Not So Big House
10421	Rodinsky's Room
10422	Married to Genius: A Fascinating Insight Into the Married Lives of Nine Modern Writers
10424	Inside Cuba
10427	The Rough Guide to Cuba 3
10429	Cuba: A New History
10431	Cuba 15
10433	Cuba (Jake Grafton #7)
10436	Dancing With Cuba
10437	Cuba Confidential: Love and Vengeance in Miami and Havana
10441	The Memory Keeper's Daughter
10442	The Memory Keeper's Daughter
10443	The Memory Keeper's Daughter
10445	Too Far to Go: The Maples Stories
10450	Noel Streatfeild: A Biography
10452	Noel Streatfeild (Twayne's English Authors Series)
10453	Skating Shoes (Shoes, #7)
10455	Caldicott Place
10456	Far to Go
10457	Apple Bough
10460	The Children on the Top Floor
10461	Desolation Angels
10462	Door Wide Open: A Beat Love Affair in Letters, 1957-1958
10466	The Whole Foods Market Cookbook: A Guide to Natural Foods with 350 Recipes
10467	The Self-Healing Cookbook:  Whole Foods To Balance Body, Mind and Moods
10468	The Practical Encyclopedia of Whole Foods: With Recipes for Health and Healing
10470	The Practical Encyclopedia of Whole Foods: With Recipes for Health and Healing
10471	The New Whole Foods Encyclopedia: A Comprehensive Resource for Healthy Eating
10474	The Discomfort Zone: A Personal Journey
10476	The Parrot's Lament, and Other True Tales of Animal Intrigue, Intelligence, and Ingenuity
10482	I Will Plant You a Lilac Tree: A Memoir of a Schindler's List Survivor
10483	Schindler's List
10487	The Key to The Name of the Rose: Including Translations of All Non-English Passages
10488	El nombre de la rosa
10489	The Name of the Rose
10491	El nombre de la Rosa
10495	El nombre de la rosa
10500	Baby Names for Dummies
10505	History of Beauty
10506	The Island of the Day Before
10507	Baudolino
10508	On Literature
10514	Travels in Hyperreality
10516	Interpretation and Overinterpretation
10518	A Theory of Semiotics
10519	Art and Beauty in the Middle Ages
10522	Il nome della rosa
10525	Mouse or Rat?: Translation as Negotiation
10528	The Role of the Reader: Explorations in the Semiotics of Texts
10531	L'isola del giorno prima
10534	The Art of War
10535	The Complete Art Of War: Sun Tzu/sun Pin
10537	Art of War
10538	The Life and Times of the Thunderbolt Kid
10539	The Lost Continent:  Travels in Small-town America
10540	Notes From A Small Island
10542	Ulysses
10543	Ulysses Annotated
10545	Ulysses
10546	The Long-Lost Map (Ulysses Moore #2)
10549	Personal Memoirs, Vol. 1
10553	Stories for Christmas
10554	A Christmas Carol and Other Stories
10555	A Christmas Carol
10559	The Three Musketeers
10560	The Three Musketeers
10561	The Three Musketeers
10562	The Three Musketeers
10563	The Three Musketeers
10566	Lisey's Story
10567	Cell
10569	On Writing: A Memoir of the Craft
10570	King Dork (King Dork, #1)
10571	The Once and Future King (The Once and Future King, #1-5)
10572	A Clash of Kings  (A Song of Ice and Fire, #2)
10574	The Colorado Kid (Hard Case Crime #13)
10575	Stationary Bike
10578	The Complete Stephen King Universe: A Guide to the Worlds of Stephen King
10579	Everything's Eventual: 14 Dark Tales
10580	The Breathing Method
10583	Pet Sematary
10584	Desperation
10585	Insomnia
10587	The Man in the Black Suit: 4 Dark Tales
10588	Nightmares and Dreamscapes
10589	Bag of Bones
10591	The Lost Work Of Stephen King: A Guide to Unpublished Manuscripts, Story Fragments, Alternative Versions, andOddities
10592	Carrie
10593	The Shining
10594	Stephen King: America's Best-Loved Boogeyman
10599	Gray Matter and Other Stories from Night Shift
10600	The Essential Stephen King
10603	Cujo
10604	The Body Snatchers
10609	La Milla Verde
10610	Needful Things
10611	The Eyes of the Dragon
10612	The Stephen King Universe
10614	Misery
10618	Apt Pupil
10619	Rose Madder
10622	Carrie
10623	Carrie
10624	Four Past Midnight, featuring \"The Langoliers\"
10625	Dolores Claiborne
10626	The Talisman (The Talisman, #1)
10627	Carrie
10631	Sam Walton: Made In America
10632	We've Got it Made in America: A Common Man's Salute to an Uncommon Country
10634	Movie-Made America: A Cultural History of American Movies
10639	The Paradox of Choice: Why More Is Less
10654	Coach: Lessons on the Game of Life
10657	The Money Culture
10660	To the Ends of the Earth: A Sea Trilogy
10664	To the End of the Earth: A History of the Crypto-Jews of New Mexico
10665	The Ends of the Earth: Essays
10667	End of the Earth: Voyaging to Antarctica
10669	When Genius Failed: The Rise and Fall of Long-Term Capital Management
10670	When Genius Failed: The Rise And Fall Of Long Term Capital Management
10671	Outstanding Lateral Thinking Puzzles
10673	Lateral Thinking Puzzlers
10675	Lateral Thinking: Creativity Step by Step
10682	The Secret of Fantasy Forest (Sweet Valley Kids #67)
10684	Mouse Under Glass: Secrets of Disney Animation and Theme Parks
10685	Disney on a Dime: Money-Saving Secrets for Your Walt Disney World Vacation
10688	Promised Land, Crusader State: The American Encounter with the World Since 1776
10689	The Devil in the White City Murder, Magic and Madness at the Fair that Changed America
10690	Dracula
10698	Kim
10700	Captain Corelli's Mandolin
10711	God Knows
10712	Picture This
10713	Closing Time
10714	Good as Gold
10715	Catch 22
10716	No Laughing Matter
10717	Catch As Catch Can: The Collected Stories and Other Writings
10718	Something Happened
10729	Archie and Amelie: Love and Madness in the Gilded Age
10737	Archie Americana Series: Best of the Fifties, Vol. 1
10738	Archie Americana Series: Best of the Forties, Vol. 1
10739	The Moviegoer
10744	Ragtime: Vocal Selections
10748	King of Ragtime
10750	Wicked: The Life and Times of the Wicked Witch of the West
10751	Wicked: Memorias de una bruja mala (Los años malvados, #1)
10756	The Sword and the Shield: The Mitrokhin Archive & the Secret History of the KGB
10765	A Year in the Merde
10766	In the Merde for Love
10767	Merde!: The Real French You Were Never Taught at School (Sexy Slang Series)
10768	Merde Actually
10770	Merde Encore!: More of the Real French You Were Never Taught at School
10774	Hemingway on Hunting
10775	The Garden of Eden
10776	Green Hills of Africa
10779	Hemingway on the China Front: His WWII Spy Mission with Martha Gellhorn
10780	Hemingway: The Paris Years
10783	Adios Hemingway
10784	Finding My Balance: A Memoir with Yoga
10785	By-Line: Selected Articles and Dispatches of Four Decades
10788	Hemingway: The Writer as Artist
10790	Hemingway in Love and War: The Lost Diary of Agnes von Kurowsky
10791	Papa Hemingway
10792	The Sword of Straw (The Sangreal Trilogy, #2)
10797	A Farewell to Arms
10799	A Farewell to Arms
10800	A Farewell to Arms
10801	The Big Rock Candy Mountain
10802	Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West
10804	Collected Stories
10806	Where the Bluebird Sings to the Lemonade Springs
10807	Recapitulation
10808	Wallace Stegner: His Life and Work
10810	Letters of E.B. White
10811	Essays of E.B. White
10812	E.B. White: A Biography
10813	One Man's Meat
10814	Here Is New York
10815	Writings from The New Yorker 1927-1976
10818	White on White: Selections from the Works of E.B. White
10822	Three Beloved Classics by E. B. White: Charlotte's Web/the Trumpet of the Swan/Stuart Little
10824	Poems and Sketches of E. B. White
10825	The Elements of Style Illustrated
10833	Fairy Tales and After
10836	Che Guevara: A Revolutionary Life
10837	Guerrilla Warfare: Authorized Edition
10838	Brief Encounters with Che Guevara: Stories
10840	Self Portrait Che Guevara
10842	Compañero: The Life and Death of Che Guevara
10843	Manifesto: Three Classic Essays on How to Change the World
10844	This Side of Paradise
10846	Gatsby's Girl
10847	Under the Banner of Heaven: A Story of Violent Faith
10848	Into the Wild
10849	Eiger Dreams
10850	Notes from The Century Before: A Journal from British Columbia
10851	Into Thin Air
10852	Cosmic Banditos
10853	In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road
10860	In Search of Pipe Dreams
10863	Pipe Dream
10872	The Jerk (Fotonovel)
10873	Shopgirl
10874	Steve Allen on the Bible, Religion and Morality
10877	Generation of Swine: Tales of Shame and Degradation in the '80's
10878	The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)
10879	The Gonzo Way: A Celebration of Dr. Hunter S. Thompson
10880	The Proud Highway: Saga of a Desperate Southern Gentleman, 1955-1967
10882	Hell's Angels: A Strange and Terrible Saga
10883	Benjamin Franklin: An American Life
10884	Einstein: His Life and Universe
10885	The Wise Men: Six Friends and the World They Made
10887	Kissinger
10890	Traveling Mercies: Some Thoughts on Faith
10894	Where Rainbows End
10895	Irish Girls Are Back in Town
10896	Mrs Whippy
10897	There's No Place Like Here
10899	Donde termina el arco iris
10906	Final Rain (The Survivalist, #19)
10907	The Pursuit of Happyness
10908	Harvesting the Heart
10909	The Tenth Circle
10911	Second Glance
10913	Keeping Faith
10914	Songs of the Humpback Whale
10917	My Sister's Keeper
10920	Cold Mountain
10921	The Collected Songs of Cold Mountain
10922	Riprap and Cold Mountain Poems
10923	Cold Mountain
10925	Cold Mountain: The Journey from Book to Film
10927	His Lovely Wife
10928	. . . and His Lovely Wife: A Memoir from the Woman Beside the Man
10932	Just One More Day: A Memoir
10937	Grandpa's Little One [With Billy Crystal Reads Grandpa's Little One]
10938	I Already Know I Love You
10941	61*
10943	Absolutely Mahvelous
10952	An Innocent Man
10956	The Virgin Suicides
10959	Sophie's World
10962	Blitz Cat
10963	The Machine-Gunners
10965	A Breath of Snow and Ashes (Outlander, #6)
10967	The Fiery Cross (Outlander, #5)
10970	Outlander
10971	Hydra's Ring (Outlanders, #39)
10972	Omega Path (Outlanders, #4)
10973	Savage Sun (Outlanders, #3)
10975	The Sound and the Fury
10976	Novels, 1926-1929
10977	Absalom, Absalom!
10978	Collected Stories
10979	Light in August
10980	Novels, 1942-1954
10981	Novels, 1936-1940: Absalom, Absalom! / The Unvanquished / If I Forget Thee, Jerusalem / The Hamlet
10982	Selected Short Stories
10984	Three Famous Short Novels: Spotted Horses / Old Man / The Bear
10985	The Town
10987	Voyager (Outlander, #3)
10989	The Outlandish Companion: Companion to Outlander, Dragonfly in Amber, Voyager, and Drums of Autumn
10991	The Poet of Loch Ness
10992	Cross Stitch (Outlander, #1)
10996	Your Eight Year Old: Lively and Outgoing
10997	The Basic Eight
11000	Eight Mindful Steps to Happiness: Walking the Buddha's Path
11007	Exiles
11009	A Reader's Guide to James Joyce
11012	Dubliners
11013	Finnegans Wake
11015	Jane Eyre
11018	Jane Eyre
11021	Jane Eyre
11022	Purity of Blood (Adventures of Captain Alatriste, #2)
11026	Barnaby Rudge
11028	Cabo Trafalgar
11029	Con ánimo de ofender: artículos 1998-2001
11030	The Nautical Chart
11031	The Flanders Panel
11033	The Seville Communion
11034	Patente de corso
11035	The Early Diary of Anaïs Nin, Vol. 4 (1927-1931)
11036	Little Birds
11037	The Diary of Anaïs Nin, Vol. 2: 1934-1939
11038	Henry and June: From \"A Journal of Love\"--The Unexpurgated Diary of Anaïs Nin (1931-1932)
11040	Cities of the Interior
11041	Delta of Venus
11043	House of Incest
11044	The Diary of Anaïs Nin, Vol. 3: 1939-1944
11046	The Debutante Divorcee
11047	The Big Book of Boy Stuff
11048	The Boys of Everest: Chris Bonington and the Tragedy of Climbing's Greatest Generation
11055	Rhyme Stew
11071	Relatos de lo inesperado
11072	Génesis y catástrofe
11075	Konfetti Ungemütliches + Ungezogenes
11076	Charlie And The Great Glass Elevator
11077	The Sex Lives of Cannibals: Adrift in the Equatorial Pacific
11078	The Sex Lives Of Cannibals
11084	Good Housekeeping Rush Hour Dinners: Great Meals in 30 Minutes or Less
11087	Better Homes and Husbands
11089	The Read-Aloud Handbook
11091	The New Read-aloud Handbook
11095	The Working Poor: Invisible in America
11099	First Comes Love: Finding Your Family in the Church and the Trinity
11100	First Comes Love
11104	Eat Right 4 Your Type: The Individualized Diet Solution to Staying Healthy, Living Longer & Achieving Your Ideal Weight
11106	Eat Right 4 Your Type
11110	Eat Right 4 Your Type: Complete Blood Type Encyclopedia:  The A Z Reference Guide For The Blood Type Connection To Symptoms, Disease, Vitamins, Supplements, Herbs, And Food
11112	Great Singers on Great Singing: A Famous Opera Star Interviews 40 Famous Opera Singers on the Technique of Singing
11118	Gulliver's Travels
11119	The Annotated Gulliver's Travels
11125	Digital Fortress
11127	The Chronicles of Narnia (Chronicles of Narnia, #1-7)
11128	The Chronicles of Narnia Movie Tie-in Box Set
11129	The Chronicles of Narnia: Including an Essay on Writing by C.S. Lewis
11130	The Chronicles of Narnia CD Box Set
11132	The Chronicles of Narnia: Never Has the Magic Been So Real (Radio Theatre) [Full Cast Drama]
11134	The Chronicles of Narnia
11135	A Family Guide to Narnia: Biblical Truths in C.S. Lewis's the Chronicles of Narnia
11136	The Chronicles of Narnia
11137	Mere Christianity
11138	Mere Christianity
11140	Mere Christianity and The Screwtape Letters
11146	Mere Christianity
11147	C.S. Lewis
11149	The Screwtape Letters
11151	The Screwtape Letters
11152	The Screwtape Letters
11157	Four Mothers: A Novel
11167	The Forgotten
11168	Day (The Night Trilogy #3)
11170	Twilight
11171	Conversations with Elie Wiesel
11173	And the Sea is Never Full
11174	All Rivers Run to the Sea
11175	The Testament
11180	Bold Love
11183	Bold as Love (Bold as Love, #1)
11189	The Healing Path: How the Hurts in Your Past Can Lead You to a More Abundant Life
11191	To Be Told: Know Your Story, Shape Your Future
11197	Leading with a Limp: Turning Your Struggles Into Strengths
11198	The Story of My Life
11203	Saving the World
11204	Something to Declare
11206	In the Time of the Butterflies
11207	A Cafecito Story
11208	How the García Girls Lost Their Accents
11209	De cómo las muchachas García perdieron el acento
11210	In the Name of Salome
11211	Para salvar al mundo
11212	Homecoming: New and Collected Poems
11219	The Writings of Jonathan Swift: Authoritative Texts, Backgrounds, Criticism
11220	One Flew Over the Cuckoo's Nest
11222	Kesey's One Flew Over the Cuckoo's Nest (Cliffs Notes)
11224	One Flew Over the Cuckoo's Nest
11225	One Flew Over the Cuckoo's Nest
11227	One Flew over the Cuckoo's Nest
11229	The Sea, the Sea
11230	The Bell
11235	The Unicorn
11236	A Word Child
11237	The Sacred and Profane Love Machine
11238	The Philosopher's Pupil
11244	Mystical Paths (Starbridge, #5)
11245	Glittering Images (Starbridge, #1)
11246	The High Flyer
11247	Scandalous Risks
11248	The Heartbreaker
11249	The Wonder Worker
11262	Absolute Truths (Starbridge, #6)
11263	The Shrouded Walls
11264	The Devil on Lammas Night
11265	Sins of the Fathers
11269	Waiting Sands
11271	The Gunslinger (The Dark Tower, #1)
11273	The Wind-Up Bird Chronicle
11275	The Wind-Up Bird Chronicle
11278	Hardcase (Joe Kurtz, #1)
11281	Darwin's Blade
11282	Hard as Nails (Joe Kurtz, #3)
11283	Prayers to Broken Stones
11287	Fires of Eden
11288	Ilión I: El asedio
11289	The Rise of Endymion (Hyperion Cantos, #4)
11290	Children of the Night
11292	Memories of a Catholic Girlhood
11296	Haruki Murakami and the Music of Words
11297	Norwegian Wood
11298	A Wild Sheep Chase (The Rat, #3)
11299	After the Quake
11300	Tokio blues (Norwegian Wood)
11306	The Dark Is Rising Sequence  (The Dark Is Rising #1-5)
11307	Victory
11309	Matthew's Dragon
11310	The Dark Is Rising (Dark is Rising, #2)
11311	The Boggart (The Boggart, #1)
11312	Over Sea, Under Stone (The Dark Is Rising, #1)
11313	Silver on the Tree (The Dark is Rising, #5)
11316	The Big Sleep (Philip Marlowe, #1)
11324	Under the Net
11326	Love
11333	Beloved
11339	100 Love Sonnets
11341	Jazz
11345	Jazz
11347	Sula
11348	The Bluest Eye; Sula ; Song Of Solomon
11349	Sula
11352	Sula
11359	Tar Baby
11368	The Guns of August
11370	Sinclair Lewis: Rebel from Main Street
11371	It Can't Happen Here
11372	Babbitt
11373	Main Street
11376	Main Street
11377	Arrowsmith / Elmer Gantry / Dodsworth
11378	Elmer Gantry
11380	Die Geisha
11382	Cuttlefish Bones
11389	Arrowsmith
11390	Something Wicked This Way Comes
11394	The Thinking Woman's Guide to a Better Birth
11395	Living on the Ragged Edge: Finding Joy in a World Gone Mad
11405	On the Threshold of Hope: Opening the Door to Hope and Healing for Survivors of Sexual Abuse
11413	Captivating: Unveiling the Mystery of a Woman's Soul
11421	Colorful, Captivating Coral Reefs
11422	Redeeming Love
11427	Found (Firstborn, #3)
11428	Forever (Firstborn, #5)
11430	Return (Redemption, #3)
11431	The Red Gloves Collection (Red Gloves, #1-4)
11432	Reunion (Redemption, #5)
11433	Redemption (Redemption, #1)
11434	Forgiven (Firstborn, #2)
11436	Rejoice (Redemption, #4)
11438	What We Talk About When We Talk About Love
11439	All of Us: The Collected Poems
11441	Short Cuts: Selected Stories
11442	Fires: Essays, Poems, Stories
11443	Where Water Comes Together with Other Water: Poems
11444	What It Used to Be Like: A Portrait of My Marriage to Raymond Carver
11445	A New Path to the Waterfall
11446	Will You Please Be Quiet, Please?
11453	Elephant and Other Stories
11454	The Stories of Raymond Carver
11463	In Pharaoh's Army: Memories of the Lost War
11464	Old School
11465	The Stories Of Tobias Wolff
11466	This Boy's Life
11468	The Vintage Book of Contemporary American Short Stories
11469	The Barracks Thief
11470	Back in the World
11472	We Wish to Inform You That Tomorrow We Will Be Killed with Our Families
11473	The Paris Review Interviews, I: 1
11478	The Living and the Dead: Robert McNamara and Five Lives of a Lost War
11480	Bound for Glory: America in Color 1939-43
11481	Sons of Mississippi: A Story of Race and Its Legacy
11486	The Color Purple
11487	The Color Purple: A Memory Book
11491	The Color Purple
11492	Bright Purple: Color Me Confused (TrueColors, #10)
11493	La insoportable levedad del ser
11494	Humboldt's Gift
11496	El legado de Humboldt (Contemporánea #584/8)
11498	The Book of Lights
11500	Old Men at Midnight
11501	Wanderings
11503	In the Beginning
11506	The Gates of November
11507	My Name Is Asher Lev
11510	Endymion (Hyperion, #3)
11511	L'Échiquier du mal
11523	Los vampiros de la mente
11525	1,000 Places to See Before You Die
11531	Entropy's Bed at Midnight
11532	Night Visions 5
11535	The Crook Factory
11542	Swan Song
11547	Evil Unveiled (Speaks The Nightbird #2)
11548	Mine
11549	Gone South
11550	Usher's Passing
11551	The Wolf's Hour
11552	Mystery Walk
11554	Boy's Life / Gone South
11555	Blue World
11556	Stinger
11557	Swan Song
11560	Baal
11561	Boy's Life
11562	Dreamcatcher
11564	The Girl Who Loved Tom Gordon
11565	The Secretary of Dreams, Volume One
11567	Skeleton Crew
11570	Dreamcatcher
11571	Storm of the Century: An Original Screenplay
11572	Quitters, Inc
11573	The Dead Zone
11574	The Body
11577	Jessie
11579	Der Gesang der Toten (Skeleton Crew 1 of 3)
11580	Creepshow
11583	El fugitivo
11584	On Writing: A Memoir of the Craft
11585	Desesperación
11587	Firestarter
11589	The Tommyknockers
11590	'Salem's Lot
11593	La chica que amaba a Tom Gordon
11594	La Torre Oscura VII - Tomo 2 of 2 (La Torre Oscura, #7)
11597	The Dark Half
